Age,Income,Salary,Rating,Annual_Income,Customer_Support_Calls,House_Price,Square_Feet,Temperature,City,Product_Type,Location,Diagnosis,Cabin,Embarked,Gender,Target,Price_Target
23.0,554.0,73388,5.0,87612.0,2.0,75808.0,1847,,Dhaka,A,B,,,S,Male,0,322.53
28.0,,41832,2.5,35924.0,,320545.0,2524,Unknown,Chittagong,B,A,Type1,Cabin_D,S,Female,0,228.2
,32825.0,70961,3.7,45513.0,1.0,222439.0,1580,26.1,Khulna,B,B,Type3,Cabin_B,S,Male,0,290.53
34.0,968.0,60214,4.3,,3.0,219966.0,1699,20.5,Dhaka,B,B,Type1,Cabin_G,,Male,0,263.02
46.0,15042.0,45690,2.5,,0.0,250101.0,2296,26.6,Sylhet,Unknown,B,Type3,,C,Female,0,313.53
23.0,71416.0,53894,3.6,111331.0,2.0,474486.0,2001,10.5,Sylhet,A,A,Type3,,C,Female,0,196.44
41.0,7373.0,70294,4.3,73044.0,1.0,540483.0,2292,Unknown,Sylhet,B,B,,,S,Male,0,197.85
28.0,38319.0,61588,3.5,28952.0,2.0,321720.0,2118,27.4,Khulna,B,C,Type2,,S,Male,0,315.97
25.0,12116.0,68766,5.8,97301.0,,,2239,21.3,Dhaka,A,A,,Cabin_B,C,Male,0,175.34
33.0,609.0,89646,2.2,,2.0,182277.0,1783,23.5,Dhaka,B,A,Type3,,C,Male,1,253.49
22.0,13800.0,36536,4.3,92467.0,1.0,346854.0,2115,15.8,Chittagong,C,A,Type2,,S,Male,0,247.76
28.0,186222.0,84258,3.4,75630.0,3.0,478290.0,1536,31.7,Chittagong,A,A,Type3,Cabin_B,S,Female,0,289.21
20.0,80857.0,61565,,36422.0,3.0,275265.0,2644,28.5,Khulna,A,B,Type2,Cabin_G,S,Female,0,256.99
58.0,160417.0,46518,3.9,79107.0,2.0,62100.0,1682,21.5,Sylhet,A,C,Type3,,S,Male,0,243.4
,33457.0,40045,2.9,129905.0,2.0,367004.0,2564,20.5,Chittagong,C,C,Type1,Cabin_C,S,Female,0,230.97
26.0,5811.0,57163,3.7,87324.0,2.0,398539.0,1883,27.6,Dhaka,C,A,Type2,Cabin_B,C,Female,0,200.26
37.0,39699.0,73824,,73562.0,0.0,141415.0,2100,Unknown,Dhaka,B,B,Type3,,S,Male,0,241.7
,30291.0,58086,4.0,,,317648.0,1752,27.3,Dhaka,B,B,,,C,Female,0,308.25
32.0,93009.0,82667,3.7,80266.0,2.0,345122.0,1492,Unknown,Chittagong,C,B,Type3,Cabin_F,C,Male,0,235.7
42.0,5161.0,38232,4.0,80238.0,1.0,292689.0,1127,17.9,Chittagong,C,B,Type1,,C,Female,1,320.31
44.0,33495.0,59818,4.3,47709.0,3.0,220922.0,1472,18.4,Khulna,C,A,Type3,,S,Female,0,286.55
28.0,8128.0,41214,3.8,80846.0,1.0,401593.0,1838,16.6,Chittagong,C,B,Type3,Cabin_D,S,Female,0,273.83
28.0,19628.0,65454,3.6,100886.0,1.0,259662.0,2105,24.7,Khulna,B,B,,,Q,Female,0,241.91
31.0,66847.0,73303,2.8,54098.0,2.0,151481.0,2505,,Chittagong,B,C,,Cabin_D,C,Female,0,218.58
7.0,32314.0,53688,2.9,110612.0,1.0,95052.0,1777,21.7,,C,C,Type1,,C,Male,0,334.08
,23571.0,20936,4.4,72707.0,1.0,426084.0,1559,26.5,Dhaka,Unknown,A,Type3,Cabin_B,S,Female,0,289.68
51.0,25083.0,62984,4.6,52805.0,0.0,361666.0,1278,Unknown,Khulna,A,A,Type1,,S,Male,0,243.03
54.0,30758.0,66551,3.3,99940.0,3.0,308797.0,2240,14.9,Rajshahi,A,C,,Cabin_B,C,Female,0,334.96
32.0,76859.0,66064,3.5,67830.0,2.0,255972.0,2691,19.5,Dhaka,Unknown,B,,Cabin_A,S,Female,0,281.45
41.0,111320.0,78536,2.8,,2.0,247100.0,2633,26.6,Dhaka,A,C,Type2,,S,Female,1,178.98
38.0,155427.0,43934,4.4,67706.0,4.0,192426.0,2354,20.2,,C,A,,Cabin_D,S,Male,0,228.67
71.0,77300.0,70203,4.0,73504.0,1.0,256854.0,2319,Unknown,Dhaka,B,B,,Cabin_C,S,Female,0,286.36
48.0,18946.0,77887,5.1,87339.0,3.0,87991.0,2848,27.6,Chittagong,A,B,Type2,,S,Female,0,325.38
,58259.0,33321,2.8,82272.0,2.0,226393.0,2166,Unknown,Dhaka,A,C,Type1,,S,Male,0,368.07
23.0,28777.0,64794,3.2,25111.0,,268906.0,2323,21.0,Rajshahi,A,A,,,S,Male,0,251.28
15.0,,52437,3.7,,,360988.0,1839,24.1,Khulna,A,A,Type3,Cabin_A,C,Male,0,280.81
37.0,91902.0,58777,4.0,98235.0,3.0,,1318,19.6,Dhaka,B,B,Type3,,S,Female,0,219.42
,1959.0,65215,3.3,71696.0,1.0,379492.0,1658,26.4,Chittagong,C,C,Type3,,S,Female,0,205.63
17.0,116018.0,52691,2.8,61906.0,2.0,434913.0,1995,19.7,Sylhet,Unknown,C,,,Q,Female,0,165.71
27.0,30946.0,49864,4.2,41035.0,1.0,405817.0,2030,29.5,Rajshahi,B,C,Type1,,S,Female,1,269.5
22.0,50695.0,60512,,48006.0,3.0,347050.0,2963,21.9,Khulna,B,C,Type2,,S,Male,0,313.23
55.0,53845.0,43691,,24455.0,3.0,301186.0,2040,25.9,Chittagong,B,A,Type1,,C,Male,0,288.79
,112745.0,43712,4.6,72467.0,1.0,201921.0,2589,26.2,Dhaka,B,A,Type3,,Q,Female,1,254.36
34.0,50622.0,70190,4.4,60039.0,2.0,373994.0,1782,19.4,Chittagong,B,A,Type1,,S,Male,0,311.18
52.0,47587.0,42768,3.6,50835.0,0.0,467974.0,1844,12.2,,A,B,,Cabin_D,S,Male,0,397.54
35.0,,69994,3.6,73296.0,2.0,334210.0,1335,24.3,Dhaka,A,C,Type1,,C,Male,0,208.42
24.0,36532.0,66938,3.9,,2.0,491725.0,1628,22.9,Dhaka,A,C,Type3,Cabin_G,S,Female,0,128.82
53.0,8135.0,34112,2.8,127329.0,0.0,147442.0,2263,25.3,Dhaka,A,A,Type1,Cabin_D,C,Male,0,267.12
,66862.0,49836,,37202.0,3.0,184583.0,2003,21.4,,C,B,Type1,Cabin_C,Q,Female,0,304.13
22.0,35894.0,77911,1.8,103984.0,4.0,385520.0,2471,20.3,Khulna,A,C,Type3,Cabin_F,Q,Female,0,172.63
32.0,57007.0,45282,4.2,99327.0,0.0,326429.0,2090,32.5,Dhaka,C,B,,Cabin_F,S,Female,1,291.64
24.0,,53033,2.3,55522.0,3.0,431378.0,1823,15.1,Rajshahi,Unknown,A,Type3,Cabin_A,S,Male,0,233.14
18.0,4430.0,66930,4.7,80080.0,1.0,298452.0,3074,26.2,Sylhet,Unknown,B,Type2,Cabin_E,Q,Male,0,266.84
46.0,62996.0,71750,3.2,63559.0,2.0,213202.0,1953,19.6,Dhaka,Unknown,B,Type1,Cabin_B,S,Male,0,204.05
57.0,3740.0,56226,3.3,79642.0,3.0,278640.0,2581,20.8,Rajshahi,A,B,Type3,,S,Male,0,200.97
18.0,3696.0,51037,3.0,112728.0,2.0,146731.0,1799,,Sylhet,B,B,Type2,,C,Female,0,194.77
41.0,609.0,81335,,90140.0,0.0,187140.0,2354,,Sylhet,A,A,,,S,Female,0,283.38
27.0,156751.0,86083,4.6,87715.0,,,2464,25.4,Dhaka,C,C,,,S,Female,0,218.78
29.0,66876.0,74682,1.5,,1.0,,2104,29.5,Dhaka,C,B,Type2,,Q,Male,0,263.49
27.0,21789.0,61279,4.5,,4.0,336300.0,822,24.9,Dhaka,C,B,Type1,,S,Male,0,251.48
24.0,17586.0,47876,3.8,,1.0,127892.0,2009,Unknown,Rajshahi,B,C,Type1,Cabin_E,S,Male,0,190.99
35.0,21516.0,47543,2.5,105165.0,0.0,264159.0,2615,17.6,Rajshahi,C,A,Type2,Cabin_D,S,Female,0,253.8
25.0,,67837,2.6,36820.0,2.0,,2263,25.1,Rajshahi,A,A,,,C,Female,0,261.85
38.0,,66275,4.8,48622.0,0.0,417653.0,2222,33.3,Dhaka,A,C,,,S,Male,1,303.13
34.0,10240.0,81023,2.7,78156.0,3.0,241627.0,1138,20.6,Dhaka,C,A,Type3,,S,Female,0,324.72
32.0,9564.0,69756,2.6,50383.0,3.0,191425.0,1639,20.6,Chittagong,B,C,Type3,Cabin_B,C,Female,1,199.03
24.0,5178.0,37453,4.4,,2.0,302979.0,2205,19.7,Chittagong,Unknown,A,Type1,,C,Male,1,267.74
28.0,53985.0,75779,3.8,64410.0,4.0,235984.0,2205,Unknown,Rajshahi,A,A,Type1,Cabin_G,S,Male,1,139.13
44.0,72275.0,45029,2.7,40859.0,0.0,448374.0,2607,8.8,,C,B,Type2,Cabin_D,C,Female,0,292.56
41.0,15397.0,54240,3.7,50646.0,4.0,226518.0,1927,24.5,Dhaka,B,A,Type1,,S,Male,1,304.87
23.0,1058.0,63753,2.7,92585.0,1.0,160077.0,2202,18.3,,C,C,Type1,,C,Female,0,116.41
36.0,4287.0,89935,4.4,,2.0,84708.0,2008,14.4,Dhaka,C,B,Type1,,S,Male,0,233.04
44.0,171882.0,106648,4.3,35053.0,1.0,296921.0,1506,26.3,Dhaka,Unknown,C,,Cabin_C,S,Female,0,205.15
14.0,17509.0,69100,,59249.0,1.0,243806.0,872,17.1,Dhaka,A,C,Type3,Cabin_E,C,Male,0,232.91
41.0,73315.0,57252,3.8,93298.0,4.0,157109.0,2215,20.8,Dhaka,Unknown,A,Type1,,S,Male,0,223.0
27.0,48996.0,68017,4.9,70076.0,0.0,418922.0,2086,29.8,Dhaka,A,C,,,S,Male,0,247.82
41.0,24058.0,73314,3.5,63385.0,,366724.0,1690,15.5,Dhaka,A,B,Type3,,S,Female,0,299.37
25.0,11513.0,55189,2.6,76108.0,3.0,,1190,14.8,Rajshahi,B,B,Type2,,C,Female,0,234.31
13.0,6470.0,86928,3.9,31357.0,1.0,436432.0,2314,23.8,,C,C,Type3,,S,Male,0,200.63
15.0,47727.0,63451,5.2,87367.0,2.0,366253.0,1867,28.2,Rajshahi,B,B,,Cabin_C,S,Female,0,240.12
35.0,74501.0,67466,2.7,84585.0,1.0,217714.0,2278,14.6,Rajshahi,C,B,Type2,,S,Female,0,237.34
38.0,51627.0,69988,3.2,64767.0,2.0,196077.0,2932,24.5,Chittagong,C,B,Type1,,S,Male,0,245.67
24.0,37783.0,66323,3.8,100148.0,3.0,381798.0,929,25.4,Sylhet,A,A,Type3,,S,Male,0,218.6
42.0,2142.0,72584,3.5,46812.0,3.0,339636.0,1650,12.2,Dhaka,Unknown,A,Type3,,S,Male,1,268.13
15.0,172870.0,50741,2.7,103197.0,1.0,316974.0,1895,26.5,Rajshahi,A,B,Type2,Cabin_A,S,Female,0,314.67
34.0,80151.0,51625,,78862.0,1.0,215350.0,2727,26.9,Sylhet,C,A,Type3,Cabin_B,S,Male,0,186.55
20.0,17323.0,43497,5.4,66586.0,1.0,360794.0,1181,20.9,Khulna,A,A,Type1,Cabin_E,C,Female,0,272.54
27.0,,66592,3.7,74503.0,,224450.0,2967,28.8,Dhaka,B,A,Type2,,C,Female,0,297.99
35.0,46050.0,71684,2.8,72318.0,2.0,289801.0,2067,28.2,Dhaka,B,B,,,Q,Female,0,228.3
24.0,43664.0,66866,2.3,105507.0,4.0,,1951,23.0,,A,B,Type3,Cabin_C,S,Male,0,312.61
30.0,68930.0,85117,3.7,48083.0,4.0,233916.0,1900,20.2,Chittagong,B,C,Type2,Cabin_G,Q,Male,0,246.97
47.0,83504.0,59916,4.4,55937.0,4.0,142701.0,1781,17.6,Rajshahi,A,B,Type3,,S,Female,0,193.7
28.0,53425.0,70031,3.9,100907.0,2.0,194745.0,2524,22.3,Dhaka,A,B,Type1,Cabin_F,Q,Female,0,186.42
45.0,6853.0,43624,3.5,60111.0,2.0,399429.0,1465,25.3,Chittagong,A,B,Type1,Cabin_D,S,Male,0,289.24
21.0,,54193,3.0,,0.0,325473.0,2172,20.9,Rajshahi,B,B,,,S,Male,0,284.64
41.0,131612.0,70433,2.6,,2.0,287112.0,1807,11.5,Chittagong,C,B,Type1,Cabin_E,S,Male,0,328.21
,,72736,4.2,64955.0,1.0,,1618,28.8,Khulna,B,C,,,S,Male,0,283.54
,23274.0,55590,,92034.0,2.0,348535.0,3292,23.5,Rajshahi,C,C,Type1,Cabin_A,C,Male,1,245.03
25.0,28288.0,58926,2.3,46157.0,2.0,215089.0,2209,,Dhaka,B,C,Type3,Cabin_F,C,Male,0,274.12
41.0,28937.0,37231,4.8,93868.0,1.0,330566.0,2306,26.8,Chittagong,C,C,Type3,Cabin_F,Q,Male,0,253.6
32.0,47458.0,54644,4.0,,5.0,226874.0,2568,30.1,Dhaka,C,B,,,C,Male,0,233.37
39.0,143301.0,73355,4.6,86825.0,1.0,,1289,8.5,Chittagong,B,B,Type1,Cabin_D,S,Male,0,222.53
27.0,13767.0,68628,2.4,58860.0,3.0,236251.0,2876,24.7,Sylhet,C,C,Type2,Cabin_B,S,Female,0,163.85
,6477.0,67509,2.4,33472.0,,,745,15.4,Khulna,A,B,Type3,,Q,Male,0,212.89
33.0,10999.0,60746,3.4,,3.0,,1615,25.0,Chittagong,C,C,Type2,Cabin_F,S,Male,0,249.02
49.0,108985.0,60105,3.9,23414.0,4.0,323545.0,1770,23.1,Dhaka,C,C,Type1,,C,Female,0,114.69
38.0,51896.0,50095,4.9,67066.0,1.0,-68836.0,2290,25.7,Dhaka,A,C,Type1,,S,Male,0,224.26
39.0,16837.0,70482,4.1,98529.0,0.0,219234.0,2109,20.0,Chittagong,C,B,Type1,,S,Male,0,296.03
30.0,84626.0,66314,3.3,79797.0,4.0,260843.0,1916,13.1,Dhaka,A,C,Type1,,Q,Female,0,317.16
29.0,,67380,2.7,123708.0,3.0,450506.0,1994,20.2,Chittagong,A,B,Type3,,S,Male,0,223.63
29.0,93707.0,52109,4.5,100627.0,1.0,191999.0,1510,24.5,Dhaka,A,B,,,S,Female,0,221.75
39.0,125619.0,27699,2.7,58652.0,2.0,316279.0,1251,27.6,Dhaka,C,B,Type1,,S,Female,0,214.0
29.0,14533.0,76457,4.8,75682.0,4.0,449503.0,2363,16.6,Dhaka,C,C,Type1,,C,Male,0,222.08
38.0,,52817,3.3,,3.0,168703.0,2346,27.6,Sylhet,C,C,Type1,Cabin_E,S,Female,0,307.13
,,47058,4.8,,1.0,339397.0,2792,Unknown,Rajshahi,A,A,Type3,Cabin_A,S,Female,1,331.46
45.0,92257.0,70402,4.0,51490.0,0.0,219772.0,1604,24.3,Dhaka,B,B,Type2,,S,Female,0,165.58
31.0,65187.0,54119,,60980.0,4.0,249536.0,2346,20.0,Dhaka,C,B,,,S,Female,0,209.43
49.0,74905.0,75899,3.1,24094.0,,219688.0,1858,23.4,Chittagong,A,C,Type2,,S,Male,0,156.83
30.0,,69255,3.2,76187.0,1.0,226814.0,2595,27.0,Dhaka,B,B,Type2,Cabin_E,S,Female,0,248.57
10.0,9766.0,70253,3.8,68773.0,3.0,,2510,16.4,Chittagong,A,A,Type2,,Q,Female,0,225.58
22.0,,39510,3.6,33177.0,3.0,384445.0,2105,19.1,Khulna,A,B,Type1,,Q,Male,0,267.95
12.0,208896.0,78179,3.0,85105.0,2.0,410173.0,1830,23.4,Chittagong,B,B,Type2,,S,Female,0,283.16
30.0,138539.0,63918,3.4,92896.0,0.0,349199.0,2480,34.5,Chittagong,C,A,Type2,,C,Male,0,277.61
35.0,2206.0,54460,3.6,80675.0,,139374.0,2323,18.2,Chittagong,A,B,Type1,Cabin_D,S,Female,0,167.7
55.0,9005.0,62150,1.8,66898.0,1.0,339495.0,1657,Unknown,Sylhet,A,C,Type1,,S,Male,0,248.71
38.0,7062.0,33356,3.9,89786.0,1.0,407292.0,1336,32.5,Sylhet,A,C,Type2,,S,Female,0,165.21
,64727.0,66129,2.7,92005.0,2.0,214660.0,1855,22.0,Chittagong,A,A,Type2,,S,Male,0,336.84
44.0,85128.0,44559,2.6,82685.0,1.0,396532.0,2757,21.0,Dhaka,A,C,,Cabin_G,S,Female,0,232.27
8.0,12008.0,39709,2.2,54384.0,1.0,370433.0,2573,19.0,Chittagong,B,B,,,S,Male,0,181.68
37.0,35246.0,37164,2.1,81915.0,2.0,485204.0,1443,22.2,Dhaka,C,A,Type1,Cabin_C,C,Male,0,222.79
44.0,,76690,2.4,104887.0,1.0,258221.0,1416,15.5,Chittagong,B,A,Type1,,S,Male,0,260.39
17.0,,50561,2.9,,3.0,190238.0,2637,22.1,Chittagong,C,A,Type1,,C,Male,0,286.66
48.0,39070.0,83005,5.1,127448.0,1.0,263837.0,1432,30.0,Dhaka,C,C,,,S,Male,0,315.02
39.0,44622.0,51962,3.1,61859.0,1.0,443557.0,2254,19.4,Dhaka,A,A,Type2,Cabin_F,S,Female,0,253.15
30.0,35500.0,34389,3.6,75810.0,4.0,117159.0,1691,21.3,Chittagong,A,A,Type3,,S,Female,0,233.31
42.0,17658.0,43252,3.8,58187.0,1.0,93162.0,2808,14.0,Khulna,C,C,,Cabin_E,S,Male,0,284.25
62.0,41622.0,78537,3.6,80581.0,3.0,308939.0,1614,24.4,Chittagong,A,B,Type2,,C,Male,0,282.88
37.0,58379.0,57661,3.4,,1.0,255741.0,2571,23.8,Rajshahi,A,C,Type3,,C,Female,0,255.94
37.0,103305.0,51775,2.5,61348.0,0.0,300772.0,2092,Unknown,Dhaka,A,C,Type3,,S,Female,0,290.48
29.0,50570.0,62400,4.7,47696.0,3.0,394531.0,2126,21.4,Chittagong,B,A,Type3,Cabin_G,C,Male,0,219.49
24.0,71590.0,67526,4.9,78383.0,1.0,,1014,21.0,Chittagong,B,C,Type3,Cabin_A,Q,Female,0,248.8
,,76760,2.2,99861.0,0.0,112699.0,898,25.0,Rajshahi,Unknown,A,Type3,,C,Male,0,148.35
24.0,,81727,2.7,91150.0,3.0,504448.0,1889,22.4,Dhaka,C,B,Type1,,S,Male,1,319.49
35.0,468.0,54603,3.3,15708.0,,200277.0,2123,24.1,Chittagong,B,B,,,C,Male,0,225.42
29.0,14163.0,40109,2.7,126051.0,1.0,194096.0,1437,23.6,Dhaka,B,A,Type1,Cabin_E,S,Female,0,319.78
40.0,,53798,3.9,82381.0,4.0,410372.0,1455,,Dhaka,A,C,Type3,,Q,Male,0,217.19
39.0,240241.0,63904,2.9,55587.0,2.0,261551.0,2280,25.9,Sylhet,A,B,Type3,Cabin_D,S,Female,0,265.11
,,45543,5.2,78928.0,3.0,293661.0,2281,23.5,Dhaka,A,A,Type1,Cabin_D,S,Female,0,252.74
28.0,,45642,4.5,79404.0,2.0,348279.0,1931,30.1,Dhaka,A,C,Type2,,S,Female,0,219.9
31.0,,65156,3.7,58328.0,1.0,408358.0,2390,24.6,Chittagong,A,B,Type3,Cabin_D,S,Female,0,273.98
,11410.0,59270,4.3,79947.0,0.0,266653.0,1412,29.0,Khulna,A,B,Type3,Cabin_E,Q,Male,0,313.85
29.0,40493.0,60491,4.4,59813.0,2.0,451995.0,1822,25.5,Chittagong,A,B,Type2,Cabin_C,S,Male,0,339.49
39.0,66038.0,48622,3.0,64890.0,0.0,86420.0,2823,Unknown,Rajshahi,Unknown,C,,,S,Female,0,287.14
44.0,,56543,2.8,57843.0,3.0,375978.0,2034,29.0,Khulna,B,A,Type2,,Q,Male,0,189.5
23.0,10414.0,46136,3.6,39183.0,1.0,,2063,23.2,Dhaka,Unknown,A,Type2,,S,Female,0,179.72
45.0,21955.0,73352,4.2,78645.0,0.0,437227.0,3152,22.2,Dhaka,B,B,,,S,Male,0,306.95
51.0,76575.0,75528,3.6,,1.0,,1300,23.9,Dhaka,B,A,,Cabin_F,S,Male,0,200.14
,40397.0,32307,2.2,,,232709.0,2398,20.8,Khulna,A,C,,,S,Male,0,280.8
57.0,262.0,46057,2.9,95498.0,4.0,366284.0,2831,23.6,Dhaka,A,B,,,S,Male,0,256.7
25.0,71562.0,37552,3.4,83108.0,3.0,389318.0,1837,Unknown,Dhaka,A,A,Type3,,S,Male,0,315.94
20.0,1797.0,50249,3.4,,3.0,364189.0,2429,28.9,Rajshahi,Unknown,A,Type3,,C,Male,0,275.5
13.0,68468.0,58748,5.1,95991.0,1.0,197030.0,1508,21.9,Chittagong,Unknown,C,Type2,,Q,Female,0,248.47
52.0,11312.0,38255,2.4,41062.0,2.0,251598.0,1656,20.6,Chittagong,A,C,Type2,,S,Male,0,353.06
,158591.0,46172,,52483.0,3.0,299592.0,2192,17.9,Chittagong,A,B,Type2,Cabin_D,S,Male,0,291.16
34.0,22938.0,44940,4.7,50894.0,3.0,,2399,23.8,Dhaka,B,B,,,S,Male,0,277.74
,19795.0,63109,5.3,102001.0,4.0,374974.0,2560,23.4,Chittagong,A,A,,,C,Female,0,215.87
21.0,8060.0,61040,3.2,98569.0,,98509.0,2784,24.4,Chittagong,B,B,Type1,,S,Male,0,192.67
,18235.0,49173,3.9,87182.0,0.0,333432.0,1966,17.4,Khulna,A,A,Type1,,Q,Male,0,237.03
,,62652,4.0,101798.0,3.0,271001.0,2596,14.5,Dhaka,B,B,Type3,Cabin_A,S,Male,0,175.06
36.0,280437.0,51799,3.7,,2.0,216149.0,1828,25.6,Khulna,A,B,,,Q,Female,0,233.9
43.0,22967.0,55925,3.4,83714.0,1.0,,2451,29.9,Chittagong,B,C,Type3,,S,Male,0,290.05
,29765.0,85101,3.8,71870.0,1.0,278546.0,2103,17.4,Dhaka,A,B,,,C,Female,0,299.09
,64019.0,80106,1.5,96172.0,1.0,-60108.0,2222,30.4,Rajshahi,B,C,Type3,Cabin_A,S,Female,0,232.9
25.0,108663.0,40506,4.0,72119.0,3.0,229871.0,2211,23.9,Dhaka,Unknown,B,,,C,Male,0,396.8
40.0,44952.0,72445,3.6,65376.0,1.0,212418.0,1197,22.5,Sylhet,A,C,,,S,Male,0,313.67
57.0,24840.0,72170,,88522.0,0.0,353278.0,1437,20.5,Khulna,C,B,Type2,,S,Female,0,248.5
51.0,26604.0,42776,5.1,96904.0,1.0,219447.0,2051,15.6,Dhaka,C,B,Type3,,S,Female,0,307.07
54.0,59473.0,72281,3.0,58291.0,5.0,278488.0,1156,27.4,Dhaka,Unknown,C,Type2,Cabin_C,Q,Male,0,221.03
28.0,161.0,83068,3.2,73473.0,1.0,454227.0,2415,18.6,Dhaka,C,A,Type1,,C,Male,0,262.7
23.0,48325.0,43161,5.1,48538.0,0.0,399435.0,2435,18.6,Dhaka,C,A,Type3,,S,Female,0,231.97
33.0,21963.0,46237,,12548.0,3.0,390227.0,2163,27.5,Dhaka,C,A,Type2,,S,Female,0,189.41
35.0,79041.0,75264,3.1,80011.0,2.0,250012.0,1439,Unknown,Dhaka,A,C,Type1,,S,Female,0,276.63
48.0,4880.0,64072,3.4,90222.0,1.0,,2690,14.9,Chittagong,B,A,,Cabin_G,C,Female,0,249.7
14.0,,68272,4.2,81551.0,,276610.0,3018,22.4,Dhaka,Unknown,C,Type2,,C,Male,0,253.41
53.0,32789.0,65108,3.7,26260.0,4.0,280390.0,2073,24.0,Khulna,C,B,Type1,,C,Female,0,248.64
33.0,51406.0,65860,2.5,66228.0,1.0,340968.0,2255,24.9,Khulna,Unknown,A,Type2,,S,Male,0,205.09
29.0,3352.0,40102,3.1,19541.0,2.0,240300.0,2100,21.0,Chittagong,C,B,Type1,,Q,Female,0,329.42
22.0,43373.0,75709,3.0,109242.0,2.0,449300.0,2265,,Khulna,C,A,Type2,Cabin_B,Q,Female,0,262.44
15.0,41218.0,77543,3.4,47848.0,1.0,,1940,,Dhaka,C,B,Type3,Cabin_E,C,Male,0,236.65
44.0,41124.0,56559,3.8,106385.0,4.0,361836.0,1982,21.3,Dhaka,C,B,,,S,Male,0,184.54
35.0,46252.0,59347,3.8,98646.0,1.0,445560.0,2452,18.5,Chittagong,B,B,,,C,Male,0,320.17
19.0,56422.0,37033,2.1,52485.0,0.0,403165.0,3172,23.1,Chittagong,Unknown,A,,,S,Male,0,295.87
19.0,81734.0,67713,,46680.0,2.0,159108.0,1299,25.6,Chittagong,C,B,Type1,Cabin_A,S,Female,0,250.08
30.0,15723.0,68580,3.7,83759.0,0.0,,1948,28.5,Khulna,C,C,Type1,Cabin_E,S,Male,0,185.79
55.0,87162.0,59067,4.6,53891.0,3.0,385071.0,1409,15.1,Sylhet,C,C,,Cabin_G,S,Male,0,332.95
31.0,34483.0,76865,3.9,77562.0,0.0,389186.0,2796,21.3,Chittagong,A,C,,Cabin_D,S,Male,0,231.76
16.0,4009.0,54988,4.4,,5.0,188670.0,1706,24.7,Rajshahi,A,A,,,S,Female,0,216.42
32.0,,68469,3.9,,3.0,234296.0,1278,,Dhaka,Unknown,C,Type1,,S,Female,0,247.54
31.0,20341.0,44705,4.6,19238.0,1.0,399455.0,2319,22.5,Dhaka,B,B,,,C,Male,0,268.76
2.0,76831.0,59646,,,2.0,,2872,25.2,Rajshahi,A,A,Type2,,S,Female,0,241.57
34.0,61495.0,57384,3.4,60961.0,2.0,270030.0,2331,18.5,Chittagong,A,C,Type2,,S,Female,0,80.64
32.0,77703.0,63379,5.3,61172.0,2.0,457587.0,2102,30.3,Chittagong,C,C,Type3,,S,Male,0,262.48
43.0,,54457,4.2,92396.0,1.0,295220.0,2204,27.5,Dhaka,C,B,Type1,,Q,Female,0,296.13
57.0,29008.0,58027,4.0,104336.0,4.0,227322.0,2707,15.8,Chittagong,C,A,Type1,Cabin_D,C,Male,0,205.45
48.0,7976.0,72390,2.5,68186.0,1.0,212238.0,1562,17.1,Dhaka,B,A,Type3,,S,Male,0,328.03
,19889.0,53448,2.5,66485.0,,333271.0,1944,Unknown,Chittagong,B,B,Type2,,Q,Male,0,293.74
21.0,28459.0,35901,3.7,87503.0,0.0,166685.0,1773,25.9,Dhaka,A,C,Type1,Cabin_B,S,Female,0,273.44
65.0,4638.0,86243,3.6,41076.0,2.0,275266.0,1416,16.1,Dhaka,A,A,Type1,,Q,Male,0,199.3
35.0,,80721,3.0,80578.0,2.0,333323.0,1835,Unknown,Dhaka,C,C,,,S,Female,0,263.94
,45593.0,40616,3.6,88797.0,1.0,429914.0,2553,24.8,Dhaka,A,A,Type2,,S,Female,0,267.75
,66526.0,70345,,,4.0,366754.0,2283,22.2,Khulna,B,C,Type1,,S,Female,0,245.9
,320273.0,52455,4.1,26581.0,2.0,228593.0,2322,23.8,,B,C,Type2,,S,Female,0,294.57
,135237.0,63952,2.6,55966.0,4.0,417841.0,2073,17.2,Dhaka,B,B,Type2,Cabin_C,S,Male,0,231.96
28.0,51440.0,64413,3.4,,2.0,270048.0,2261,25.5,Chittagong,Unknown,B,Type2,,C,Male,0,236.42
28.0,27344.0,56483,2.9,77497.0,3.0,176429.0,1599,19.4,Chittagong,A,C,,Cabin_C,C,Female,0,216.68
34.0,50554.0,48243,3.2,87018.0,3.0,282795.0,1845,20.9,Dhaka,C,B,Type1,,S,Male,0,227.44
28.0,77007.0,49641,3.2,,1.0,443816.0,2096,23.7,Dhaka,A,B,,,S,Female,0,242.5
26.0,,46257,3.1,62625.0,0.0,316524.0,2138,23.0,Sylhet,A,B,Type2,,S,Female,0,240.69
36.0,26373.0,47522,2.5,62560.0,1.0,301252.0,2160,22.6,Rajshahi,B,A,Type3,Cabin_F,S,Male,0,238.45
,91567.0,58992,3.4,103741.0,2.0,463721.0,1930,18.7,Dhaka,A,C,Type2,Cabin_G,C,Female,1,296.2
53.0,24211.0,49263,3.1,,2.0,156864.0,1811,21.0,Chittagong,C,A,Type2,,S,Male,0,325.13
,42416.0,70230,1.2,106691.0,4.0,171440.0,3578,22.5,Dhaka,B,C,Type3,,C,Female,0,185.91
,44308.0,82308,5.1,82218.0,1.0,138415.0,2453,15.6,Dhaka,A,A,Type3,,S,Female,0,323.97
